,Category,x,avg,Genus,Treatment,Day,,,
1834,Coprococcus_1,0.00929551,0.132793002,Other,IAV,D42,,,
1835,Coprococcus_3,0.009384527,0.134064666,Other,IAV,D42,,,
1836,Corynebacterium_1,0.007541381,0.107734012,Other,IAV,D42,,,
1837,Dialister,0,0,Other,IAV,D42,,,
1838,Dorea,0.014289678,0.204138263,Other,IAV,D42,,,
1839,Eggerthellaceae_unclassified,0.010849252,0.154989311,Other,IAV,D42,,,
1840,Empedobacter,0.004049183,0.057845465,Other,IAV,D42,,,
1841,Enhydrobacter,0.005442809,0.077754421,Other,IAV,D42,,,
1842,Enterobacteriaceae_unclassified,0.000939683,0.013424047,Other,IAV,D42,,,
1843,Enterococcus,0.008007667,0.114395249,Other,IAV,D42,,,
1844,Erysipelotrichaceae_unclassified,0.00429605,0.061372147,Other,IAV,D42,,,
1845,Escherichia-Shigella,0.013014832,0.185926166,Other,IAV,D42,,,
1846,Faecalibacterium,0.021901446,0.312877804,Other,IAV,D42,,,
1847,Family_XIII_AD3011_group,0.022933223,0.327617468,Other,IAV,D42,,,
1848,Family_XIII_ge,0.000231418,0.003305977,Other,IAV,D42,,,
1849,Fusobacterium,0.004007805,0.057254355,Other,IAV,D42,,,
1850,Holdemanella,0.001114836,0.015926233,Other,IAV,D42,,,
1851,Intestinibacter,0.00515954,0.073707713,Other,IAV,D42,,,
1852,Lachnospiraceae_AC2044_group,0.002414959,0.034499415,Other,IAV,D42,,,
1853,Lachnospiraceae_ge,0.011090354,0.158433634,Other,IAV,D42,,,
1854,Lachnospiraceae_NK4A136_group,0.003839256,0.054846508,Other,IAV,D42,,,
1855,Lachnospiraceae_unclassified,0.126073996,1.801057086,Lachnospiraceae_unclassified,IAV,D42,,,
1856,Lachnospiraceae_XPB1014_group,0.044960731,0.642296153,Other,IAV,D42,,,
1857,Lactobacillus,0.424691806,6.067025793,Lactobacillus,IAV,D42,,,
1858,Lactococcus,0.060735004,0.867642912,Other,IAV,D42,,,
1859,Leuconostoc,0.013543912,0.193484451,Other,IAV,D42,,,
1860,Marvinbryantia,0.011609321,0.165847439,Other,IAV,D42,,,
1861,Megasphaera,0.034643724,0.494910338,Other,IAV,D42,,,
1862,Mogibacterium,0.010482768,0.149753825,Other,IAV,D42,,,
1863,Mollicutes_RF39_ge,0.012450555,0.177865073,Other,IAV,D42,,,
1864,Moraxella,1.650060399,23.57229141,Moraxella,IAV,D42,,,
1865,Moraxellaceae_unclassified,0.000883757,0.012625098,Other,IAV,D42,,,
1866,Muribaculaceae_ge,0.025830547,0.369007812,Other,IAV,D42,,,
1867,Muribaculaceae_unclassified,0.01240149,0.177164148,Other,IAV,D42,,,
1868,Neisseriaceae_unclassified,0.308542206,4.407745807,Neisseriaceae_unclassified,IAV,D42,,,
1869,Olsenella,0.001401653,0.020023611,Other,IAV,D42,,,
1870,Oscillospira,0.015204903,0.217212903,Other,IAV,D42,,,
1871,Parabacteroides,0.025107035,0.358671934,Other,IAV,D42,,,
1872,Parvimonas,0.001676565,0.023950932,Other,IAV,D42,,,
1873,Pasteurellaceae_unclassified,0.007869856,0.112426521,Other,IAV,D42,,,
1874,Pediococcus,0.025963449,0.370906414,Other,IAV,D42,,,
1875,Peptococcus,0.001774566,0.025350939,Other,IAV,D42,,,
1876,Peptostreptococcus,0.001278827,0.018268951,Other,IAV,D42,,,
1877,Phascolarctobacterium,0.094283016,1.346900226,Phascolarctobacterium,IAV,D42,,,
1878,Porphyromonas,0.015183192,0.216902745,Other,IAV,D42,,,
1879,Prevotella_1,0.006116098,0.087372833,Other,IAV,D42,,,
1880,Prevotella_2,0.001409133,0.020130472,Other,IAV,D42,,,
1881,Prevotella_7,0.00269921,0.038560138,Other,IAV,D42,,,
1882,Prevotella_9,0.272124729,3.887496126,Prevotella_9,IAV,D42,,,
1883,Prevotellaceae_NK3B31_group,0.350421605,5.006022926,Prevotellaceae_NK3B31_group,IAV,D42,,,
1884,Prevotellaceae_UCG-001,0.019082545,0.272607787,Other,IAV,D42,,,
1885,Prevotellaceae_UCG-003,0.034282395,0.489748504,Other,IAV,D42,,,
1886,Prevotellaceae_unclassified,0.078072251,1.11531787,Prevotellaceae_unclassified,IAV,D42,,,
1887,Pseudoramibacter,0.001800457,0.025720811,Other,IAV,D42,,,
1888,Rikenellaceae_RC9_gut_group,0.079598952,1.137127886,Rikenellaceae_RC9_gut_group,IAV,D42,,,
1889,Romboutsia,0.004884781,0.069782579,Other,IAV,D42,,,
1890,Roseburia,0.008801961,0.125742301,Other,IAV,D42,,,
1891,Rothia,0.00681141,0.097305853,Other,IAV,D42,,,
1892,Ruminiclostridium_5,0.003443161,0.049188019,Other,IAV,D42,,,
1893,Ruminiclostridium_9,0.002159395,0.030848495,Other,IAV,D42,,,
1894,Ruminococcaceae_ge,0.012921062,0.184586601,Other,IAV,D42,,,
1895,Ruminococcaceae_NK4A214_group,0.043888801,0.626982878,Other,IAV,D42,,,
1896,Ruminococcaceae_UCG-002,0.041778436,0.596834795,Other,IAV,D42,,,
1897,Ruminococcaceae_UCG-005,0.038631549,0.551879268,Other,IAV,D42,,,
1898,Ruminococcaceae_UCG-008,0.020214455,0.288777923,Other,IAV,D42,,,
1899,Ruminococcaceae_UCG-010,0.018047367,0.257819522,Other,IAV,D42,,,
1900,Ruminococcaceae_UCG-014,0.02590586,0.370083721,Other,IAV,D42,,,
1901,Ruminococcaceae_unclassified,0.026462023,0.378028895,Other,IAV,D42,,,
1902,Ruminococcus_1,0.01425904,0.203700569,Other,IAV,D42,,,
1903,Ruminococcus_2,0.015430121,0.220430298,Other,IAV,D42,,,
1904,Solobacterium,0.004796883,0.068526903,Other,IAV,D42,,,
1905,Sphingobacterium,0.000712872,0.010183882,Other,IAV,D42,,,
1906,Staphylococcus,0.035407863,0.505826611,Other,IAV,D42,,,
1907,Streptococcus,1.037209335,14.81727622,Streptococcus,IAV,D42,,,
1908,Subdoligranulum,0.014826211,0.211803019,Other,IAV,D42,,,
1909,Succiniclasticum,0.00858241,0.122605855,Other,IAV,D42,,,
1910,Succinivibrionaceae_unclassified,0.008561958,0.122313679,Other,IAV,D42,,,
1911,Syntrophococcus,0.000209904,0.002998624,Other,IAV,D42,,,
1912,Terrisporobacter,0.041849062,0.597843745,Other,IAV,D42,,,
1913,Treponema_2,0.170202054,2.431457912,Treponema_2,IAV,D42,,,
1914,Turicibacter,0.032840918,0.469155975,Other,IAV,D42,,,
1915,uncultured,0.010141578,0.144879679,Other,IAV,D42,,,
1916,uncultured.1,0.016774724,0.239638913,Other,IAV,D42,,,
1917,uncultured.2,0.004416529,0.063093271,Other,IAV,D42,,,
1918,Veillonella,0.004612143,0.06588775,Other,IAV,D42,,,
1919,Veillonellaceae_unclassified,0.006511804,0.093025766,Other,IAV,D42,,,
1920,Weeksellaceae_unclassified,0.52460819,7.494402713,Weeksellaceae_unclassified,IAV,D42,,,
1921,Weissella,0.091805339,1.311504839,Weissella,IAV,D42,,,
1922,Acinetobacter,0.002419662,0.02419662,Other,Control,D42,,,
1923,Actinobacillus,0.195503792,1.955037919,Actinobacillus,Control,D42,,,
1924,Actinomyces,0.001649846,0.016498457,Other,Control,D42,,,
1925,Aerococcus,0.049178452,0.491784525,Other,Control,D42,,,
1926,Agathobacter,0.001384896,0.01384896,Other,Control,D42,,,
1927,Alloprevotella,0.070282646,0.702826462,Other,Control,D42,,,
1928,Anaerococcus,0.000250294,0.002502936,Other,Control,D42,,,
1929,Anaerovibrio,0.028005005,0.280050054,Other,Control,D42,,,
1930,Bacteria_unclassified,0.057582805,0.575828051,Other,Control,D42,,,
1931,Bacteroidales_unclassified,0.066523912,0.665239124,Other,Control,D42,,,
1932,Bacteroides,0.012318199,0.123181987,Other,Control,D42,,,
1933,Bergeyella,0.001474097,0.01474097,Other,Control,D42,,,
1934,Blautia,0.017441857,0.174418567,Other,Control,D42,,,
1935,Brachybacterium,0.001117316,0.01117316,Other,Control,D42,,,
1936,Burkholderiaceae_unclassified,0.002024591,0.020245909,Other,Control,D42,,,
1937,Carnobacteriaceae_unclassified,0.211705381,2.117053811,Carnobacteriaceae_unclassified,Control,D42,,,
1938,Catenibacterium,0.000901295,0.009012955,Other,Control,D42,,,
1939,Catenisphaera,0.00031774,0.003177404,Other,Control,D42,,,
1940,Christensenellaceae_R-7_group,0.049472571,0.494725707,Other,Control,D42,,,
1941,Chryseobacterium,0.033620572,0.336205718,Other,Control,D42,,,
1942,Clostridiales_unclassified,0.009688718,0.096887185,Other,Control,D42,,,
1943,Clostridiales_vadinBB60_group_ge,0.011640601,0.116406008,Other,Control,D42,,,
1944,Clostridium_sensu_stricto_1,0.168869561,1.68869561,Clostridium_sensu_stricto_1,Control,D42,,,
1945,Clostridium_sensu_stricto_6,0.010092175,0.100921746,Other,Control,D42,,,
1946,Collinsella,0.005918521,0.059185206,Other,Control,D42,,,
1947,Coprococcus_1,0.006220452,0.062204516,Other,Control,D42,,,
1948,Coprococcus_3,0.010152055,0.101520551,Other,Control,D42,,,
1949,Corynebacterium_1,0.006697479,0.066974787,Other,Control,D42,,,
1950,Dialister,6.05E-05,0.000604522,Other,Control,D42,,,
1951,Dorea,0.007626312,0.076263125,Other,Control,D42,,,
1952,Eggerthellaceae_unclassified,0.011748599,0.117485989,Other,Control,D42,,,
1953,Empedobacter,0.005833021,0.058330212,Other,Control,D42,,,
1954,Enhydrobacter,0.003764152,0.037641524,Other,Control,D42,,,
1955,Enterobacteriaceae_unclassified,0.007293866,0.072938659,Other,Control,D42,,,
1956,Enterococcus,0.041798376,0.417983763,Other,Control,D42,,,
1957,Erysipelotrichaceae_unclassified,0.004537573,0.045375735,Other,Control,D42,,,
1958,Escherichia-Shigella,0.072564566,0.725645662,Other,Control,D42,,,
1959,Faecalibacterium,0.00749489,0.074948901,Other,Control,D42,,,
1960,Family_XIII_AD3011_group,0.022591293,0.225912934,Other,Control,D42,,,
1961,Family_XIII_ge,0.000292973,0.002929729,Other,Control,D42,,,
1962,Fusobacterium,0.001911888,0.019118879,Other,Control,D42,,,
1963,Holdemanella,0.000919138,0.009191385,Other,Control,D42,,,
1964,Intestinibacter,0.005940179,0.059401785,Other,Control,D42,,,
1965,Lachnospiraceae_AC2044_group,0.093472604,0.934726043,Other,Control,D42,,,
1966,Lachnospiraceae_ge,0.005073068,0.050730677,Other,Control,D42,,,
1967,Lachnospiraceae_NK4A136_group,0.015710665,0.157106651,Other,Control,D42,,,
1968,Lachnospiraceae_unclassified,0.184029106,1.840291064,Lachnospiraceae_unclassified,Control,D42,,,
1969,Lachnospiraceae_XPB1014_group,0.032094091,0.320940911,Other,Control,D42,,,
1970,Lactobacillus,0.378750507,3.787505068,Lactobacillus,Control,D42,,,
1971,Lactococcus,0.08958548,0.895854797,Other,Control,D42,,,
1972,Leuconostoc,0.082424932,0.824249317,Other,Control,D42,,,
1973,Marvinbryantia,0.008750548,0.08750548,Other,Control,D42,,,
1974,Megasphaera,0.030001216,0.300012158,Other,Control,D42,,,
1975,Mogibacterium,0.005931268,0.059312678,Other,Control,D42,,,
1976,Mollicutes_RF39_ge,0.017562492,0.175624921,Other,Control,D42,,,
1977,Moraxella,2.852732806,28.52732806,Moraxella,Control,D42,,,
1978,Moraxellaceae_unclassified,0.001843148,0.018431484,Other,Control,D42,,,
1979,Muribaculaceae_ge,0.027103011,0.271030108,Other,Control,D42,,,
1980,Muribaculaceae_unclassified,0.023786049,0.237860489,Other,Control,D42,,,
1981,Neisseriaceae_unclassified,0.336900647,3.369006473,Neisseriaceae_unclassified,Control,D42,,,
1982,Olsenella,0.000866854,0.008668542,Other,Control,D42,,,
1983,Oscillospira,0.016853504,0.168535036,Other,Control,D42,,,
1984,Parabacteroides,0.053419839,0.534198387,Other,Control,D42,,,
1985,Parvimonas,0.000136806,0.001368063,Other,Control,D42,,,
1986,Pasteurellaceae_unclassified,0.007403509,0.074035093,Other,Control,D42,,,
1987,Pediococcus,0.022853111,0.228531108,Other,Control,D42,,,
1988,Peptococcus,0.002174556,0.021745557,Other,Control,D42,,,
1989,Peptostreptococcus,0.000624108,0.006241084,Other,Control,D42,,,
1990,Phascolarctobacterium,0.122779642,1.227796425,Phascolarctobacterium,Control,D42,,,
1991,Porphyromonas,0.002530256,0.025302556,Other,Control,D42,,,
1992,Prevotella_1,0.011325,0.113249998,Other,Control,D42,,,
1993,Prevotella_2,0.001639632,0.016396316,Other,Control,D42,,,
1994,Prevotella_7,0.002358571,0.023585709,Other,Control,D42,,,
1995,Prevotella_9,0.17837289,1.783728896,Prevotella_9,Control,D42,,,
1996,Prevotellaceae_NK3B31_group,0.800527948,8.005279478,Prevotellaceae_NK3B31_group,Control,D42,,,
1997,Prevotellaceae_UCG-001,0.080619335,0.80619335,Other,Control,D42,,,
1998,Prevotellaceae_UCG-003,0.114100122,1.141001216,Prevotellaceae_UCG-003,Control,D42,,,
1999,Prevotellaceae_unclassified,0.098412445,0.984124447,Other,Control,D42,,,
2000,Pseudoramibacter,0,0,Other,Control,D42,,,
2001,Rikenellaceae_RC9_gut_group,0.073196426,0.731964263,Other,Control,D42,,,
2002,Romboutsia,0.002045065,0.020450649,Other,Control,D42,,,
2003,Roseburia,0.004528482,0.045284816,Other,Control,D42,,,
2004,Rothia,0.014919624,0.149196245,Other,Control,D42,,,
2005,Ruminiclostridium_5,0.00224074,0.022407398,Other,Control,D42,,,
2006,Ruminiclostridium_9,0.004387962,0.043879616,Other,Control,D42,,,
2007,Ruminococcaceae_ge,0.012988836,0.129888357,Other,Control,D42,,,
2008,Ruminococcaceae_NK4A214_group,0.039908309,0.399083091,Other,Control,D42,,,
2009,Ruminococcaceae_UCG-002,0.023313586,0.233135859,Other,Control,D42,,,
2010,Ruminococcaceae_UCG-005,0.127081893,1.270818927,Ruminococcaceae_UCG-005,Control,D42,,,
2011,Ruminococcaceae_UCG-008,0.022344335,0.223443348,Other,Control,D42,,,
2012,Ruminococcaceae_UCG-010,0.021212721,0.212127212,Other,Control,D42,,,
2013,Ruminococcaceae_UCG-014,0.015988326,0.15988326,Other,Control,D42,,,
2014,Ruminococcaceae_unclassified,0.069865811,0.698658111,Other,Control,D42,,,
2015,Ruminococcus_1,0.030992986,0.309929863,Other,Control,D42,,,
2016,Ruminococcus_2,0.019909521,0.199095206,Other,Control,D42,,,
2017,Solobacterium,0.008215385,0.082153851,Other,Control,D42,,,
2018,Sphingobacterium,0.000800595,0.008005949,Other,Control,D42,,,
2019,Staphylococcus,0.054281345,0.542813452,Other,Control,D42,,,
2020,Streptococcus,1.09271571,10.9271571,Streptococcus,Control,D42,,,
2021,Subdoligranulum,0.019308558,0.19308558,Other,Control,D42,,,
2022,Succiniclasticum,0.000363419,0.003634189,Other,Control,D42,,,
2023,Succinivibrionaceae_unclassified,0.022888599,0.228885987,Other,Control,D42,,,
2024,Syntrophococcus,0.00015895,0.001589495,Other,Control,D42,,,
2025,Terrisporobacter,0.046051874,0.460518736,Other,Control,D42,,,
2026,Treponema_2,0.223698321,2.236983208,Treponema_2,Control,D42,,,
2027,Turicibacter,0.043129235,0.431292352,Other,Control,D42,,,
2028,uncultured,0.000237754,0.002377544,Other,Control,D42,,,
2029,uncultured.1,0.007774339,0.077743388,Other,Control,D42,,,
2030,uncultured.2,0.008366215,0.083662151,Other,Control,D42,,,
2031,Veillonella,0.003447024,0.03447024,Other,Control,D42,,,
2032,Veillonellaceae_unclassified,0.00166476,0.016647601,Other,Control,D42,,,
2033,Weeksellaceae_unclassified,0.60906738,6.090673798,Weeksellaceae_unclassified,Control,D42,,,
2034,Weissella,0.163763072,1.63763072,Weissella,Control,D42,,,
